doc_id,film,text,response_llama3.1
2731,Before the Flood,watched this for my class,"{
  ""categories"": [""unclear/irrelevant""]
}"
2732,Before the Flood,just want to live an environmentally sustainable life that leonardo dicaprio would be proud of.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2733,Before the Flood,we watched this in my environmental science class and this kid still had the nerve to deny global warming sjdkk,"{
  ""categories"": [""oppositional""]
}"
2734,Before the Flood,"In equal parts a message of despair and hope. I wasn't sure if putting Leo in the forefront of this doc would be a good idea but his journey feels authentic. He's humble, curious and provides a nice human touch to what could have been a montage of factories and burning forests. Heightened by a powerful score, at the end I felt empowered. The bleakness of the imagery, the horror of some people's stories - it all serves as a…","{
  ""categories"": [""dominant-hegemonic""]
}"
2735,Before the Flood,everyone needs to watch this now,"{
  ""categories"": [""dominant-hegemonic""]
}"
2736,Before the Flood,A quite saddening and depressing film that offers the viewer a glimpse of the very real impact that many of our lifestyles have had on the world around us over the last century. A very enlightening film indeed that everyone should see.... Leonardo of course does a fabulous job as the leading voice in this documentary as he meets with scientists and politicians alike gaining their insights and perspectives on the matter of climate change.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2737,Before the Flood,"The film offers some optimism in amongst the fear. I, too, believe we can do what is needed to save the planet. But 2019 will be a crucial year to set us on that path, and I hope amongst the endless horror stories in politics, of corrupt leaders and increasingly divided countries, we can strive to collectively agree that this fight is the only one worth engaging with. I strongly urge everyone to remind themselves about where we are today, where we might end up, and what we can do to stop it.","{
  ""categories"": [""dominant-hegemonic""]
}"
2738,Before the Flood,"When you roll back the carpet to see what's underneath, you sometimes find yourself as part of the rot. You have choice to make, even just to loose the carpet and pretend you don't know. Or, go about fixing the issue.","{
  ""categories"": [""dominant-hegemonic""]
}"
2739,Before the Flood,My favorite part of this doc was when the UN Secretary General tells Leonardo DiCaprio about the earth's climate plight using a metaphor of a sinking ship.,"{
  ""categories"": [""unclear/irrelevant""]
}"
2740,Before the Flood,"Before the Flood came as a surprise to me. Though I don’t watch, and certainly finish, much documentaries, this one really caught my attention. As someone who’s environmentally aware of what’s happening with our Earth right now, I was deeply moved by the content of this documentary. It made me angry, that people are still dismissing global warming or climate change as “fictional”. It made me sad, that people all over the world are suffering because of man’s carelessness. And…","{
  ""categories"": [""dominant-hegemonic""]
}"
2741,Before the Flood,"sure, leonardo dicaprio's an actor, he's not a scientist but he has the capability of reaching a lot of people. this documentary shouldn't teach the viewer how climate change works, this documentary shows how we're destroying our planet, our home. and it's serious. a temperature rise in just a few degrees could mean climatic changes on a global level. we're pretty fucked if we don't do anything fast. luckily, there's a lot being made to prevent climate change, but unfortunately a lot of wealthy and powerful rats are still denying climate change so they can suck their money out of fossil fuels. thanks!","{
  ""categories"": [""negotiated""]
}"
2742,Before the Flood,i love leo and the environment,"{
  ""categories"": [""unclear/irrelevant""]
}"
2743,Before the Flood,"Ugh Leo my bb talking abt the environment n shit. Give him all the shit you want, but come on who doesn't want to switch to wind power after hearing Leonardo DiCaprio say it. Like if it was some random senator everybody would be like ""cool","{
  ""categories"": [""oppositional""]
}"
2744,Before the Flood,"The only remark I have around this issue is this: even if I think it’s no longer a question of believing that the planet is getting sick (or just trying to invite us all out), I still don’t do nothing about it. And since I can’t watch it for free anymore, I already forgot what Leo & his bunch advises us to do, in the end. Something about not buying too much stuff, was it? Or Doritos…?","{
  ""categories"": [""negotiated""]
}"
2745,Before the Flood,nothing but respect my leo,"{
  ""categories"": [""unclear/irrelevant""]
}"
2746,Before the Flood,"Good doco that employs some great editing and surreal imagery to show the full force of climate change. I think that it was poorly served as a feature film, and could really do with an expansion to a TV Series, concentrating time and effort per episode on the individual problems. Don’t know if I feel like Leonardo DiCaprio was the best narrator for this documentary, not because of his personality or anything, rather I think a climate scientist speaking about…","{
  ""categories"": [""negotiated""]
}"
2747,Before the Flood,climate change for 5th graders,"{
  ""categories"": [""dominant-hegemonic""]
}"
2748,Before the Flood,"Since I have been interested in this topic for a while, I was surprised to find out that DiCaprio has made a documentary on global warming. It was interesting, never boring, maybe too long, but, above all, it was inspirational.","{
  ""categories"": [""dominant-hegemonic""]
}"
2749,Before the Flood,Rewatch conclusion: still scary as hell.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2750,Before the Flood,First Reformed (2018) the documentary,"{
  ""categories"": [""unclear/irrelevant""]
}"
2751,Before the Flood,"*sigh* The only horror movie I needed this year. Appreciated: Leo's cynicism, Mordor references, not-backing-away-from-shit, relentless curiosity. All of these elements separately define many of my favorite movies, so I was happy to see them go to battle facing one of the greatest battles of this age.","{
  ""categories"": [""dominant-hegemonic""]
}"
2752,Before the Flood,if you still don’t believe in climate change after watching this...ur a dumbdum thanks mr. manges for always keeping me woke in APES class,"{
  ""categories"": [""oppositional""]
}"
2753,Before the Flood,"Sunita Narain: ""let's put our money where our mouth is"" Leonardo DiCaprio, net worth 245 million: ""... absolutely"" While Before the Flood has an incredibly important message, it completely falls apart when you take into account its own hypocrisy. In this film, we follow a millionaire as he goes from impoverished nation to impoverished nation, looking sad. The documentary itself is competently made. The images look pretty, the pacing is steady, and the score is brilliant, but it's when Leonardo…","{
  ""categories"": [""negotiated""]
}"
2754,Before the Flood,"""The ocean is not Republican and it's not Democrat. All it knows how to do is rise."" Thorough, informative, and concerning. Leonardo DiCaprio's Tour de Climate Change does a great job of separating environment from politics to expose it as an issue that should be an apolitical dilemma. His travels, meetings, and implorations have substantive conviction. Fisher Stevens directs a documentary with a powerfully urgent tone and engaging structure, making its subject discernible and impactful. Cow burps are killing the earth!","{
  ""categories"": [""dominant-hegemonic""]
}"
2755,Before the Flood,"An inspirational documentary that sets a goal for all of us to stop our consumption of fossil fuels in the effort to stop global warming, so that our children and our children's children can live in a world where they aren't threatened by death or misery. In the hope that they can forgive us for the mistakes we have made now.","{
  ""categories"": [""dominant-hegemonic""]
}"
2756,Before the Flood,watched this documentary knowing that donald trump is the US president vanished my hopes to solve global warming and climate change,"{
  ""categories"": [""oppositional""]
}"
2757,Before the Flood,"So either: - You already know about and believe in climate change and this won't do anything for you except make you worry about our future and get angry at climate change deniers. - You don't believe in climate change and won't watch this because you don't like facts and reality and would rather just let the planet die. Even if they watched this, they would probably feel too attacked by the first half hour to even finish this. I…","{
  ""categories"": [""oppositional""]
}"
2758,Before the Flood,"➡️ I am a fan of Leonardo Dicaprio as an actor and now after watching this documentary I am a fan of him as an environmentalist. ➡️ This documentary will make you think about the future life on earth, the climate change and the impact of all these on the future generations to come. ➡️ This documentary has got many shocking revelation about earth and its climate change and warns us about the future devastations to come. ➡️ I highly…","{
  ""categories"": [""dominant-hegemonic""]
}"
2759,Before the Flood,"Love the message but Leo going to places and saying ""Wow"" cracks me up every single time","{
  ""categories"": [""dominant-hegemonic""]
}"
2760,Before the Flood,Must-see. Great attempt to a simple and inclusive explanation of this enormous problem and all its facetes.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2761,Before the Flood,You are the last best hope of Earth.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2762,Before the Flood,I’m not at all good at reviewing documentaries but this was beautifully shot wow! I’m disappointed at the fact that they didn’t mention veganism as a solution but instead mentioned to stop eating cow and only eat chicken ???? Whatever it was still great,"{
  ""categories"": [""unclear/irrelevant""]
}"
2763,Before the Flood,i watched this high and fully started crying,"{
  ""categories"": [""dominant-hegemonic""]
}"
2764,Before the Flood,"The bit in India and the interview with the former astronaut are really good and insightful; other parts feel cliched and predictable. Overall, the production feels shoddy and a bit rushed. DiCaprio isn't a great interviewer really but his final speech highlights his role as an emotive figure. I suppose, ultimately, this documentary is about raising awareness and a response, through both his inclusion and how it is produced. How successful it is about the latter of these aims, two years after, remains to be seen.","{
  ""categories"": [""dominant-hegemonic""]
}"
2765,Before the Flood,I thought what I knew and do were enough but after watching this I realized it’s not enough AT ALL we should all change our lifestyle little by little and help our planet,"{
  ""categories"": [""dominant-hegemonic""]
}"
2766,Before the Flood,"You should watch this documentary, but it won’t make you happy.","{
  ""categories"": [""dominant-hegemonic""]
}"
2767,Before the Flood,"DiCaprio Interviews An Abundance Of Scientists, Activists, And Even Politicians To Get There Opinions And Views On This Global Catastrophe. If You Get An Chance, Watch This Documentary, Its Well Put Together And Thoughtfully Made To Remind Us That This Planet Which We Live In Is The Only One We Have, So Treat It Well Before Its To Late.","{
  ""categories"": [""dominant-hegemonic""]
}"
2768,Before the Flood,HOW DO ppl deny climate change @america omg invest in fucking renewable energy x,"{
  ""categories"": [""oppositional""]
}"
2769,Before the Flood,wow we love a mans who is concerned about the earth,"{
  ""categories"": [""dominant-hegemonic""]
}"
2770,Before the Flood,it’s hard to not feel immense climate grief and doom,"{
  ""categories"": [""dominant-hegemonic""]
}"
2771,Before the Flood,Before the Flood is the greatest environmental documentary of our time. Leonardo DiCaprio is perhaps the greatest voice for climate change in our time and this film helps shed a powerful light on this ever dangerous issue. Before the Flood is a movie you don’t want to miss.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2772,Before the Flood,"""Making The Revenant was about man's relationship to the natural world. A world that we collectively felt in 2015 as the hottest year in recorded history. Our production needed to move to the southern tip of this planet just to be able to find snow. Climate change is real, it is happening right now. It is the most urgent threat facing our entire species, and we need to work collectively together and stop procrastinating. We need to support leaders around…","{
  ""categories"": [""dominant-hegemonic""]
}"
2773,Before the Flood,Interesting look that tries to bring hope but since many things have changed in the American political landscape I am not sure if it still be as optimistic.,"{
  ""categories"": [""negotiated""]
}"
2774,Before the Flood,oh god now i can’t eat doritos anymore,"{
  ""categories"": [""oppositional""]
}"
2775,Before the Flood,I learned in an hour and a half with leonardo dicaprio more things about global warming than I was taught in fifteen years school studies.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2776,Before the Flood,"What have we done?! I actually needed to stop this doc before the ending and cry. I can’t comprehend—don’t want to comprehend—not just the damage industrialization caused our planet, but the willful destruction that continues because of greed.","{
  ""categories"": [""dominant-hegemonic""]
}"
2777,Before the Flood,Terrifying. Watch it. Act. Change. And stop eating beef!!!,"{
  ""categories"": [""dominant-hegemonic""]
}"
2778,Before the Flood,"The main reasons why the world will be destroyed by both, humans and nature. What should we do first? How could we save the planet?","{
  ""categories"": [""dominant-hegemonic""]
}"
2779,Before the Flood,"I have en oral exam about climate change and CO2, and I think this really saved my life honestly","{
  ""categories"": [""dominant-hegemonic""]
}"
2780,Before the Flood,"this was so shocking, you'd have to be insane to not believe in climate change","{
  ""categories"": [""dominant-hegemonic""]
}"
2781,Before the Flood,"scavenger hunt 39 | task 27 A nature documentary If you don't believe in climate change, you don't deserve to live on our planet - sorry, I don't make the rules.","{
  ""categories"": [""dominant-hegemonic""]
}"
2782,Before the Flood,"Odd choice for movie in english class but i""ll take it","{
  ""categories"": [""unclear/irrelevant""]
}"
2783,Before the Flood,Leo changes my life once again,"{
  ""categories"": [""unclear/irrelevant""]
}"
2784,Before the Flood,"Very well made and right to the point. It really urges the viewer to take action in a way I'd never seen before in a doc. Also, really fucking scary.","{
  ""categories"": [""dominant-hegemonic""]
}"
2785,Before the Flood,Everybody should watch this. Just saying...,"{
  ""categories"": [""dominant-hegemonic""]
}"
2786,Before the Flood,The only interesting documentary shown in class,"{
  ""categories"": [""unclear/irrelevant""]
}"
2787,Before the Flood,"this is the scariest movie i’ve ever seen. also, there are six (6) people in my environmental science class that don’t believe in climate change.","{
  ""categories"": [""dominant-hegemonic""]
}"
2788,Before the Flood,"Yeah we definitely need to do something in unity to save the planet from being destroyed by the climate change caused by humans. That is a fact prooven in this documentary. Leo Di Caprio was just a slightly annoying aspect of the film, not really doing anything with his presence and fame apart from getting in the spotlight. It did not take the terrifying aspect of the climate changes away from it though, and i want to watch it again to understand everything thoroughly.","{
  ""categories"": [""dominant-hegemonic""]
}"
2789,Before the Flood,watched this in geography class and suddenly i love leonardo dicaprio. i think it's very important that movies like this are made to educate people about climate change !,"{
  ""categories"": [""dominant-hegemonic""]
}"
2790,Before the Flood,"Before the Flood is Leonardo DiCaprio's response to being made United Nations envoy in matters relating to the environment. Like An Inconvenient Truth, it looks at climate change's effects all around the world, and spends a fair amount of time explaining the science and exposing the practices and policies that are making the situation worse every day. It's a depressing piece of film, of course, even more so years after it was made, as any hope it gives seems to…","{
  ""categories"": [""dominant-hegemonic""]
}"
2791,Before the Flood,Wow this is brand new information.,"{
  ""categories"": [""unclear/irrelevant""]
}"
2792,Before the Flood,This movie really shows the current issues with global warming. It is an eye opener and a must watch.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2793,Before the Flood,"Found this very interesting and informative. I also thought it was well made. Learned a lot. I would like to rewatch again to refresh my memory better, just not sure how or when. Saw it when it premiered on National Geographic.","{
  ""categories"": [""dominant-hegemonic""]
}"
2794,Before the Flood,I hope this movie can help people who don't believe in climate change to open their eyes. CLIMATE CRISIS IS REAL AND WE CAN STOP IT!,"{
  ""categories"": [""dominant-hegemonic""]
}"
2795,Before the Flood,Interesting viewpoint from someone who is learning about Climate Change.,"{
  ""categories"": [""unclear/irrelevant""]
}"
2796,Before the Flood,Really liked this documentary. Someone show this movie to Trump!,"{
  ""categories"": [""dominant-hegemonic""]
}"
2797,Before the Flood,"The part where Obama says “Even if someone came in [to the White House] denying climate science, reality has a way of hitting you on the nose if you’re not paying attention and I think the public is starting to realise the science, in part because it is indisputable.” Yeah crazy someone could deny climate change.... *coughs* Donald Trump","{
  ""categories"": [""dominant-hegemonic""]
}"
2798,Before the Flood,"His final speech at the Paris Agreements signatures day had surely the power to touch some politicians' consciousness. he rocks, and he feels it for real.","{
  ""categories"": [""dominant-hegemonic""]
}"
2799,Before the Flood,"It talked about something so incredibly important to our lives, but yet so many and so few are motivated to do the right thing simply because of money and political stands.","{
  ""categories"": [""dominant-hegemonic""]
}"
2800,Before the Flood,Such a compelling watch. The world needs to change. Now!,"{
  ""categories"": [""dominant-hegemonic""]
}"
2801,Before the Flood,"Leo Strokes his still growing Revenant Beard and gives us harsh facts on climate change, and it's all done rather well, he's a engaging host and question asker to people who know more and seems to have a concern for whats going to happen.","{
  ""categories"": [""dominant-hegemonic""]
}"
2802,Before the Flood,I cried because we destroy everything.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2803,Before the Flood,aka leonardo dicaprio travels the world and scares the shit out of me,"{
  ""categories"": [""dominant-hegemonic""]
}"
2804,Before the Flood,We need to do something... and everything possible!,"{
  ""categories"": [""dominant-hegemonic""]
}"
2805,Before the Flood,"Films whose central message is that emitting carbon dioxide is harmful and must be halted, always fail to understand that message when they invariably emit more GHGs than entire cities in the developing world, as they transport their film crew to the arctic, for the mandatory video of the destruction they are causing. This film also travels to India, where Sunita Narain rightly points that the emissions of the developed world are the cause of the majority of the historic…","{
  ""categories"": [""oppositional""]
}"
2806,Before the Flood,We need a Carbon Tax.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2807,Before the Flood,everyone should watch this film,"{
  ""categories"": [""dominant-hegemonic""]
}"
2808,Before the Flood,Scary Movie Part One (a.k.a Before it is too late). Dicaprio's UN speech is what my rating for this movie is all about.,"{
  ""categories"": [""oppositional""]
}"
2809,Before the Flood,“what haunts me the most is that last panel” woah this was unreal,"{
  ""categories"": [""unclear/irrelevant""]
}"
2810,Before the Flood,"In a stunning development, Jack not only survived and forgave the iceberg, but he filmed his first steps toward saving it.","{
  ""categories"": [""oppositional""]
}"
2811,Before the Flood,Leo during a particularly serious moment while they fly over a devastated rain forest area... “It’s like Mordor” Cue painful silence as the reference was lost on the global warming expert giving Leo the tour... 😳,"{
  ""categories"": [""oppositional""]
}"
2812,Before the Flood,"The way in which celebrities adopt political causes often feels cynical and self-righteous, but it would be very unfair to count Leonardo DiCaprio amongst that posturing crowd. As an A-list actor with a layman's understanding of science, DiCaprio is fully aware of how this documentary will look to some people, who may assume that it is just 90 minutes of hectoring from a 'liberal elite'. If they watched it, though, they would find DiCaprio to be a modest, reserved figure…","{
  ""categories"": [""dominant-hegemonic""]
}"
2813,Before the Flood,i literally don't eat beef anymore just bc of this documentary,"{
  ""categories"": [""dominant-hegemonic""]
}"
2814,Before the Flood,Oh wow......oh WOW.,"{
  ""categories"": [""unclear/irrelevant""]
}"
2815,Before the Flood,Interesting and more timely every day.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2816,Before the Flood,An important message just can't get past Leo.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2817,Before the Flood,"Very fun to see Leonardo DiCaprio being so interested in the enviroment, very cool to have such a big star talking about these important questions and trying to spread awareness about the subject.","{
  ""categories"": [""dominant-hegemonic""]
}"
2818,Before the Flood,"Leo, I love you, but don’t you fly around the entire world by private jet?","{
  ""categories"": [""oppositional""]
}"
2819,Before the Flood,"DiCaprio's passion for the subject comes across. His honesty on his own knowledge and footprint is refreshing, and his access to major world leaders adds authenticity. The analysis of the Paris Agreement felt really well considered. And the scenes with the visualisation expert quite moving. Just leave off the Bosch Leo!","{
  ""categories"": [""dominant-hegemonic""]
}"
2820,Before the Flood,"Before The Flood features several lmoments of brilliance, but the Leo of it all weights it down quite a bit. Aspects of his inclusion in the story like The Revenant production details are pretty powerful, but the majority of this film really is listening to people explain things to Leo, which doesn't make for the most enthralling of viewing experiences. It definitely doesn't touch Chasing Coral as far as effective global warming docs go, luckily for this film it features one of the best scores ever put to film, which makes it more than worthwhile...","{
  ""categories"": [""dominant-hegemonic""]
}"
2821,Before the Flood,We need to protect the earth from humans.,"{
  ""categories"": [""oppositional""]
}"
2822,Before the Flood,this film made me so sad; nature is so important to me + i feel at one with it. i feel my soul is slowly dying along with climate change. listen to leo guys he’s trying his best.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2823,Before the Flood,"Watching leonardo dicaprio travel to every continent on earth talking about scary philosophical shit really excites me And terrifies me to think that when I’m 34, the world could be hell. This isn’t horror at all, but it scared the shits out of me more than any other movie has. Big recommendation. Beautiful cinematography aswell.","{
  ""categories"": [""dominant-hegemonic""]
}"
2824,Before the Flood,"I feel shocked, I feel informed, I feel angry and I feel eager, but most of all, I feel really fuckin bad about the amount of Doritos I eat","{
  ""categories"": [""oppositional""]
}"
2825,Before the Flood,"That was great! Good job Leo 😁 One thing tho, who the heck puts that kind of weird ass painting above their baby's crib? 😳😂","{
  ""categories"": [""unclear/irrelevant""]
}"
2826,Before the Flood,Another great eye-opener. Scary what we’re doing to our planet. But there is still hope...,"{
  ""categories"": [""dominant-hegemonic""]
}"
2827,Before the Flood,"While a harrowing look at what Climate Change is doing to society, I wish they had shown more about trying to convince those doubters of the facts and speaking to those doubters for this movie instead of only supporters of these initiatives that the scientists and governments are taking.","{
  ""categories"": [""negotiated""]
}"
2828,Before the Flood,"This documentary is equal parts about climate change and about Leonardo DiCaprio’s efforts in the environmental field. Though it does focus a lot on DiCaprio, it never feels like an ego trip, and it makes me really appreciate him as an environmentalist. He has a very evolved view on the problem at hand, and he’s doing much more than most to stop it. He will admit that he definitely has a larger footprint than most, but he’s working at raising…","{
  ""categories"": [""dominant-hegemonic""]
}"
2829,Before the Flood,Certainly an eye-opener for skeptics of human-induced climate change. Leo’s monologues were powerful.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2830,Before the Flood,Im such a SUCKER for environmental docs and Leo so the fact thats its all in one is like a dream come true. I love my idol so much.,"{
  ""categories"": [""unclear/irrelevant""]
}"
2831,Before the Flood,8.4 of 10,"{
  ""categories"": [""unclear/irrelevant""]
}"
2832,Before the Flood,Global perspective of climate change effects as seen on earth by treating the planet as a single organism suffering from a tragic symptom.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2833,Before the Flood,"LEONARDO DICAPRIO. And also the humans suck and they're ruining the world, not much new there. But DiCaprio does his best to draw attention to what is probably the most important issue in the current world.","{
  ""categories"": [""oppositional""]
}"
2834,Before the Flood,"A decently made, if not astonishing, doc. The film earns points for sincerity, right down to Leo's beliefs in the subject matter, but it's not all that special otherwise.","{
  ""categories"": [""dominant-hegemonic""]
}"
2835,Before the Flood,"This is a film that will give me chills no matter how many times I watch it. Heartbreaking and brutal, Leonardo DiCaprio aims to shine a light on humanity’s failures to its universal mother.","{
  ""categories"": [""dominant-hegemonic""]
}"
2836,Before the Flood,peace out earth sorry we fucked u up 💔,"{
  ""categories"": [""oppositional""]
}"
2837,Before the Flood,"No idea what this movie was about. Oh, the Leo movie. Why he cared, I can't imagine. I hate the planet.","{
  ""categories"": [""oppositional""]
}"
2838,Before the Flood,I’ll do anything to support Leo baby,"{
  ""categories"": [""unclear/irrelevant""]
}"
2839,Before the Flood,"Excellent documentary aiming to stop the disinformation campaign surrounding climate change. If we give people the data, we empower the people, and that’s what’s so urgently needed. Climate policy needs public support, and the lifestyle and consumption of the people are at the centre of the climate negotiations. We need to realize that the decisions we make in the supermarket, the decisions we make in our daily life, are contributing directly to climate change. What actions should we be taking?…","{
  ""categories"": [""dominant-hegemonic""]
}"
2840,Before the Flood,"Well done Mr. Stevens and Mr. DiCaprio. The sad part is that this doc needed to be made at this day and age and worst yet the denier ASSHOLES that should be made to watch it...will never see it. In the 1950's the SCIENCE was already there!! When ever I come across some dip shit that chooses to deny science I always ask them if they can fight a fire better than a professional fire fighter? They say ""well, no.""…","{
  ""categories"": [""dominant-hegemonic""]
}"
2841,Before the Flood,"i mean if i'm gonna watch someone tell me how fucked the earth is and how close we are to extinction due to the greed of like fifty monstrously wealthy fossilized shitburgers molded into vaguely human shapes, at least they made it leo. and that soundtrack!!!! trent you're doing amazing sweetie respect to them for at least touching on how agribusiness effects the climate but i wish they'd dug deeper on industries besides beef and dairy. all of them are…","{
  ""categories"": [""negotiated""]
}"
2842,Before the Flood,"Life on Earth is one of the most fucking interesting, rare, and amazing things that has ever happened in the history of the universe. Leonardo DiCaprio says he's a pessimist and so am I. People don't realize how lucky we are to be alive—to be experiencing the unique phenomenon that is life on planet Earth. We're totally fucked.","{
  ""categories"": [""dominant-hegemonic""]
}"
2843,Before the Flood,Leo means well but I don't believe that he is as well versed as he should be as a climate change activist with hundreds of people relying on him alone to inform them.,"{
  ""categories"": [""oppositional""]
}"
2844,Before the Flood,"I've never really cared a whole lot about global warming, still don't. But this was a very well made documentary that kept me interested throughout its entire runtime. And I also learned a thing or two about the something that I still don't care about.","{
  ""categories"": [""oppositional""]
}"
2845,Before the Flood,A great wake up call on the global warming issue and a stark reminder of how much we're veering from the right direction..,"{
  ""categories"": [""dominant-hegemonic""]
}"
2846,Before the Flood,"Leonardo Di Caprio tells me that climate change is real - no s**t. So: The documentary doesn't hurt anybody, but it's basically Leonardo flying from A to B to ... and so on.","{
  ""categories"": [""oppositional""]
}"
2847,Before the Flood,hey this movie was cool but maybe if leonardo dicaprio cares so much about the environment he can sell one of his two malibu beach homes or not fly private jets everywhere or ride yachts just 4 funsies,"{
  ""categories"": [""oppositional""]
}"
2848,Before the Flood,Amazingly well done!! I just hope it passes the message.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2849,Before the Flood,"I assumed it would be a hopeless movie with bad writing that would only serve to prop up DiCaprio’s ego. In fact, the only reason why I watched this thing to begin with is because of Reznor’s score. So I thought I knew what to expect. But oh boy how I was wrong. This is the second time watching it and I still love everything about the film. DiCaprio proves to be an apt interviewer and throughout the documentary he somehow manages to look like an ordinary schlup just doing a job; learning and writing about climate change. Also *goddamn* the soundtrack is good.","{
  ""categories"": [""dominant-hegemonic""]
}"
2850,Before the Flood,"It´s not difficult to understand why people choose not to believe in global warming. The future looks bleak as fuck. But goddammit how selfish it is to do nothing. Creds to Leo for being a healthy and powerful counterpart to all the corrupt politicians and media who claims global warming is nothing but a hoax. Also, yay China for taking action. Also, fuck Trump and all his peers.","{
  ""categories"": [""dominant-hegemonic""]
}"
2851,Before the Flood,Everyone needs to see this.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2852,Before the Flood,you need to watch this and spread all over the internet. we need to take actions NOW! before too late. Please share this matter with the world.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2853,Before the Flood,"One could see the irony in the case that a well paid hollywood-actor, consuming more than most people, should tell the world what to do and what not to do. I understand that this can be problematic for some people. However, this is not the issue. The result this documentary is trying to achieve is to show people the exact effects of climate change, and how to solve it. And the result is the important part here. This documentary do…","{
  ""categories"": [""dominant-hegemonic""]
}"
2854,Before the Flood,"""You are the last best hope of Earth. We ask you to protect it or we, and all living things we cherish, are history."" Leonardo DiCaprio","{
  ""categories"": [""dominant-hegemonic""]
}"
2855,Before the Flood,"average documentary, 5 stars for the speech at the end","{
  ""categories"": [""unclear/irrelevant""]
}"
2856,Before the Flood,nothing new here. feels like 5 other better doccos stitched together.,"{
  ""categories"": [""oppositional""]
}"
2857,Before the Flood,"Film #13 of Scavenger Hunt #27 Task #29: A Film Featuring Donald Trump As A Cast Member This is a solidly made film that replaces the now-dated An Inconvenient Truth as the best general information, mass market documentary on global climate change. In and of itself it's a good place to start a discussion on the most pressing global crisis we face as a species. Sadly it skims the highlights of a huge, multi-faceted issue (palm oil, tar sands, cattle…","{
  ""categories"": [""dominant-hegemonic""]
}"
2858,Before the Flood,"Extremely relevant and important, well shot, informational, well edited, and scored with great interviews, this documentary is a solid contribution to America's most crushing global crisis.","{
  ""categories"": [""dominant-hegemonic""]
}"
2859,Before the Flood,consume differently please,"{
  ""categories"": [""dominant-hegemonic""]
}"
2860,Before the Flood,This is a shocking documentary that portrays the sad reality. I liked Leonardo DiCaprio working in this documentary because he is a very famous and loved person by the whole world and I think him being part of this has more impact on the people (even though this should not matter because it is a problem that concerns us all). You end up very depressed but I think it is very to show this documentary to the whole world because it is a big problem and it is urgent for the society to open their eyes and start working on saving our planet.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2861,Before the Flood,"This was the opening night film at the first annual Philadelphia Environmental Film Festival. It's a cool flick about a pressing matter: climate change. It's even more pressing with the knowledge that the current group of American leaders don't believe climate change exists EVEN THOUGH ITS A FUCKING FACT AND THEY ARE FUCKING RETARDED WHICH IS ACTUALLY AN INSULT TO FOLKS WHO ARE MENTALLY DISABLED AND WAY SMARTER THAN THE FUCKING PRESIDENT. Anywho, this was a solid documentary that, despite being…","{
  ""categories"": [""dominant-hegemonic""]
}"
2862,Before the Flood,leo made me a vegan and embrace the zero waste lifestyle leo's voice is so powerful if he said global warming would end if i shot myself into the sun i'd book my ticket with nasa in 5secs flat,"{
  ""categories"": [""oppositional""]
}"
2863,Before the Flood,"Right-wing politicians and profiteers are hellbent on ensuring that our grandchildren won't survive the disastrous effects of climate change. How is this not infuriating? Like An Inconvenient Truth (and its upcoming sequel) or Nat Geo's Years of Living Dangerously, Before The Flood warns us what will happen if we don't act. Being complacent helps no one. It also gives us a better understanding of climate change and how it directly affects us. Education and getting the word out is our most…","{
  ""categories"": [""dominant-hegemonic""]
}"
2864,Before the Flood,"Apparently they were talking about something important, but I think the worlds most powerful people where too star struck to remember what was said since they got to meet LEONARDO FREAKIN' DICAPRIO!!! Obama was so intimidated by his star presence that he could barely look DiCaprio in the eyes.","{
  ""categories"": [""oppositional""]
}"
2865,Before the Flood,A remarkable documentary about the urgent topic.. The terrible climate change.,"{
  ""categories"": [""dominant-hegemonic""]
}"
2866,Before the Flood,I'm shook and scared,"{
  ""categories"": [""dominant-hegemonic""]
}"
2867,Before the Flood,"The world is pretty fucked isn't it? Well, I guess I kinda already knew that. The content is what I anticipated on the most part but what impressed me the most was how the information was put across. Leonardo DiCaprio is very honest, earnest and brings us with him as we discover (or rediscover) just how bad things are. I just can't understand anyone who doesn't believe in climate change. Absolute Idiots.","{
  ""categories"": [""dominant-hegemonic""]
}"
2868,Before the Flood,"I like that there’s a movie like this pushing an extremely urgent issue. However I don’t feel like I was imparted any new information, most of this is stuff that we’ve been hearing for quite some time and are keenly aware of. All this really did was exasperate and anger me even further. We have even less of a chance of making any positive strides towards solutions since the time this was made a year ago, with this current administration","{
  ""categories"": [""negotiated""]
}"
